x_axis,y_axis,z_axis,ax_axis,ay_axis,az_axis,activity_type
-1,-7,-1,0,0,0,situps
-7,-14,2,0,0,0,situps
-10,-17,9,0,0,0,situps
-9,-9,11,0,0,1,situps
-4,-7,15,0,0,0,situps
-5,-12,16,0,0,0,situps
-13,-23,26,0,0,0,situps
-5,-21,31,0,0,0,situps
5,-9,35,-1,1,0,situps
-9,-17,43,0,1,1,situps
10,-6,46,0,1,0,situps
-5,-18,55,0,0,0,situps
0,-18,65,0,1,0,situps
-4,-23,76,0,1,0,situps
-9,-36,90,0,1,0,situps
1,-39,86,0,1,0,situps
2,-28,54,0,2,1,situps
24,-6,-2,0,4,1,situps
-1,-8,-5,-1,0,0,situps
3,0,-10,0,1,1,situps
5,5,-10,0,-1,0,situps
-5,-2,-5,0,1,0,situps
2,6,-14,0,0,0,situps
4,7,-5,0,0,0,situps
3,9,-8,0,0,0,situps
1,10,-16,0,0,0,situps
-1,15,-24,0,0,0,situps
4,21,-27,0,0,0,situps
3,31,-53,0,0,0,situps
-1,26,-48,0,-1,0,situps
8,31,-56,0,-1,0,situps
12,32,-56,0,-1,-1,situps
5,31,-50,0,-2,0,situps
11,39,-51,0,-1,-1,situps
4,24,-46,0,-1,-1,situps
12,24,-46,0,-1,0,situps
1,23,-41,0,-1,-1,situps
6,17,-36,0,-2,-1,situps
-7,4,-32,0,0,-1,situps
-5,6,-30,0,-1,0,situps
10,19,-25,0,-1,-1,situps
-1,2,-15,0,-1,0,situps
3,4,-9,0,-1,0,situps
-3,0,-7,0,-1,0,situps
3,0,-4,0,0,0,situps
5,0,-3,0,0,0,situps
-7,-8,-1,0,0,0,situps
-3,-2,1,0,0,0,situps
3,-1,1,0,0,0,situps
1,-4,2,0,0,0,situps
1,-1,-1,0,0,0,situps
-2,-5,-1,0,0,0,situps
-4,-13,-2,0,0,0,situps
-5,-11,-1,0,0,0,situps
-2,-4,1,0,0,0,situps
-2,-5,4,0,0,0,situps
2,-8,8,0,0,0,situps
-4,-18,12,0,0,0,situps
-8,-23,14,0,0,0,situps
1,-13,19,0,0,0,situps
-4,-19,24,0,0,0,situps
-3,-17,28,0,0,0,situps
-5,-16,34,0,0,0,situps
-4,-9,36,0,0,0,situps
-12,-17,43,0,0,0,situps
2,-12,51,0,0,0,situps
-12,-25,57,-1,1,0,situps
-9,-28,62,0,1,0,situps
3,-19,79,0,1,0,situps
-2,-25,89,0,1,0,situps
11,-28,92,0,2,0,situps
5,-29,71,0,2,1,situps
17,-1,-15,0,3,1,situps
-9,-13,2,0,1,0,situps
-6,-6,-8,0,1,1,situps
7,6,-7,0,1,0,situps
-9,-4,-8,0,0,0,situps
1,5,-13,0,1,0,situps
2,7,-7,0,0,0,situps
5,11,-12,0,1,0,situps
-4,10,-26,0,0,0,situps
0,17,-26,0,0,0,situps
2,24,-39,0,0,0,situps
-9,18,-43,0,-1,-1,situps
-8,8,-39,0,-1,0,situps
-8,15,-49,0,-1,0,situps
-6,18,-47,0,-1,0,situps
4,30,-60,0,0,0,situps
-7,6,-61,0,-1,-1,situps
-2,12,-48,1,-2,0,situps
11,36,-44,1,-2,0,situps
12,35,-39,0,-1,-1,situps
-2,25,-36,0,-1,-1,situps
1,11,-33,0,-1,-1,situps
0,-5,-22,0,-1,0,situps
14,19,-15,0,-1,0,situps
9,14,-12,0,-1,0,situps
6,11,-10,0,-1,0,situps
-7,-2,-5,0,0,0,situps
-2,3,-2,0,-1,0,situps
1,5,2,0,0,0,situps
-2,-3,1,0,0,0,situps
1,-4,-1,0,0,0,situps
-1,-7,0,0,0,0,situps
-3,-15,-2,0,0,0,situps
-1,-10,2,0,0,0,situps
-6,-9,4,0,0,0,situps
-2,0,4,0,0,0,situps
-3,-4,8,0,0,0,situps
-2,-8,12,0,0,0,situps
-8,-12,14,0,0,0,situps
-6,-14,19,0,0,0,situps
1,-12,23,0,0,0,situps
-3,-12,24,0,0,0,situps
-5,-16,30,0,1,0,situps
-6,-17,36,0,1,0,situps
-11,-21,43,0,0,0,situps
-11,-22,51,0,0,0,situps
4,-16,58,0,1,0,situps
-7,-24,65,0,1,0,situps
-3,-23,70,0,1,1,situps
13,-21,75,0,1,0,situps
1,-30,69,0,2,0,situps
14,-24,50,0,2,1,situps
11,-17,11,0,3,1,situps
-2,-12,-2,0,1,1,situps
5,-1,-9,0,1,1,situps
9,4,-1,0,1,0,situps
-2,-2,-6,0,0,0,situps
-3,-3,-5,0,0,0,situps
5,6,-3,0,0,0,situps
4,5,-4,0,0,0,situps
0,4,-3,0,0,0,situps
2,6,-3,0,0,0,situps
1,6,-4,0,0,0,situps
0,8,-13,0,0,0,situps
1,14,-27,0,0,0,situps
3,23,-33,0,0,0,situps
0,29,-50,0,0,0,situps
6,33,-57,0,0,0,situps
12,26,-63,0,-1,-1,situps
25,22,-69,0,-1,-1,situps
6,24,-62,0,-2,0,situps
12,33,-58,0,-2,0,situps
8,31,-54,0,-1,-1,situps
1,19,-46,0,-1,-1,situps
-3,17,-45,0,-1,0,situps
3,16,-33,0,-1,-1,situps
1,-2,-20,1,-2,0,situps
7,8,-15,0,-1,0,situps
1,-1,-14,0,-1,0,situps
1,-3,-10,0,-1,0,situps
1,8,-6,0,-1,0,situps
1,5,-1,0,-1,-1,situps
-1,-4,1,0,0,0,situps
-2,3,1,0,0,0,situps
-1,6,2,0,0,0,situps
-1,-6,3,0,0,0,situps
2,4,3,0,0,0,situps
-1,5,2,0,0,0,situps
0,-5,0,0,0,0,situps
-5,-15,-1,0,0,0,situps
-10,-19,-1,0,0,0,situps
-10,-15,3,0,0,0,situps
-3,-4,6,0,0,0,situps
-1,0,10,0,0,0,situps
0,-1,14,0,0,0,situps
5,5,18,0,0,0,situps
10,8,20,0,0,0,situps
6,-2,26,0,0,0,situps
2,-10,29,0,1,0,situps
-12,-31,32,0,1,0,situps
-19,-39,38,0,0,0,situps
-20,-38,44,0,1,1,situps
-14,-38,47,0,1,1,situps
1,-27,53,0,1,1,situps
-5,-28,63,0,1,0,situps
-8,-36,73,0,1,0,situps
-13,-41,77,0,1,1,situps
11,-28,74,0,2,1,situps
-6,-27,51,0,2,1,situps
6,-13,0,0,3,1,situps
11,-3,4,0,1,1,situps
0,-2,-7,0,0,0,situps
2,-1,-1,0,1,0,situps
4,6,-9,0,1,0,situps
2,10,-12,0,0,0,situps
1,10,-11,0,0,0,situps
4,15,-17,0,0,0,situps
0,19,-33,0,0,0,situps
-3,22,-36,0,0,0,situps
2,25,-38,0,-1,0,situps
4,28,-54,0,0,-1,situps
10,27,-48,0,-1,0,situps
15,38,-49,0,-1,0,situps
6,32,-46,0,-1,-1,situps
1,29,-45,0,-1,0,situps
8,31,-51,0,-1,-1,situps
7,24,-47,0,-1,-1,situps
9,33,-39,0,-1,0,situps
9,37,-39,0,-1,-1,situps
-6,15,-27,1,-2,-1,situps
0,18,-20,0,-1,0,situps
-3,14,-16,0,-1,-1,situps
6,20,-11,0,-1,0,situps
7,3,-3,0,-1,-1,situps
-3,-13,1,0,-1,0,situps
7,9,1,0,0,0,situps
3,9,-3,0,0,0,situps
-3,-5,-3,0,0,0,situps
-5,-4,-3,0,0,0,situps
0,0,-2,0,0,0,situps
-4,-12,0,0,0,0,situps
2,1,-2,0,0,0,situps
-2,-7,0,0,0,0,situps
-4,-15,-1,0,0,0,situps
-8,-15,2,0,0,0,situps
-7,-14,1,0,0,0,situps
-7,-15,5,0,0,0,situps
-2,-6,7,0,0,0,situps
0,-3,9,0,0,0,situps
-3,-4,11,0,0,0,situps
-7,-8,14,0,0,0,situps
-9,-24,22,0,0,0,situps
-10,-29,29,0,0,0,situps
-10,-24,35,0,0,1,situps
-4,-17,42,0,0,0,situps
-3,-20,53,0,0,0,situps
-1,-24,61,0,1,0,situps
-8,-28,65,0,1,1,situps
5,-26,71,0,1,0,situps
-1,-42,72,-1,2,0,situps
1,-38,66,0,2,1,situps
11,-29,54,0,2,1,situps
-2,-19,25,0,2,1,situps
1,-11,-9,0,1,1,situps
-10,-15,0,0,1,1,situps
8,5,-9,0,0,1,situps
8,4,-9,0,1,0,situps
-4,-2,-5,0,0,0,situps
1,4,-9,0,0,0,situps
4,7,-2,0,0,0,situps
0,5,-8,0,0,0,situps
-1,5,-5,0,0,0,situps
2,8,-9,0,0,0,situps
-2,11,-24,0,0,0,situps
1,24,-27,0,0,0,situps
6,33,-44,0,0,0,situps
6,30,-51,0,-1,0,situps
-7,22,-58,0,-1,-1,situps
-11,14,-61,0,-1,0,situps
4,22,-60,0,-1,0,situps
9,29,-55,0,-1,-1,situps
7,24,-50,0,-1,-1,situps
5,18,-43,0,-1,0,situps
13,27,-40,0,-1,0,situps
8,21,-31,0,-2,-1,situps
1,13,-26,1,-1,-1,situps
-2,5,-19,0,-1,0,situps
1,7,-21,0,-1,-1,situps
-6,2,-15,0,-1,0,situps
10,13,-8,0,-1,0,situps
-5,-5,-2,0,0,0,situps
6,8,0,0,0,0,situps
0,5,2,0,0,0,situps
3,10,-1,0,0,0,situps
-2,-4,1,0,0,0,situps
-2,-3,-1,0,0,0,situps
-2,2,-2,0,0,0,situps
-7,-8,5,0,0,0,situps
-7,-11,7,0,0,0,situps
-6,-10,10,0,0,0,situps
-3,-10,12,0,0,0,situps
-7,-12,14,0,0,0,situps
-8,-12,21,0,0,0,situps
-2,-15,24,0,0,0,situps
-8,-21,26,0,0,0,situps
-6,-18,34,0,0,0,situps
-11,-23,38,0,1,0,situps
-5,-20,46,0,0,1,situps
7,-14,58,0,0,0,situps
3,-23,67,0,1,0,situps
-5,-41,77,0,1,0,situps
4,-49,88,0,1,1,situps
17,-39,87,0,2,1,situps
-16,-42,52,0,3,1,situps
2,-12,8,0,3,2,situps
14,3,-12,0,2,0,situps
-10,-10,-3,0,0,1,situps
8,7,-6,0,1,1,situps
3,6,-5,0,0,0,situps
3,5,-8,0,1,0,situps
8,11,-3,0,0,0,situps
2,8,-8,0,0,0,situps
2,13,-12,0,0,0,situps
3,19,-25,0,0,0,situps
1,26,-38,0,-1,0,situps
3,30,-40,0,0,0,situps
7,38,-55,0,0,-1,situps
9,36,-61,0,0,-1,situps
1,25,-57,0,-1,-1,situps
14,29,-52,0,-1,-1,situps
8,31,-49,0,-1,-1,situps
15,37,-47,0,-2,-1,situps
5,31,-45,0,-1,-1,situps
0,12,-41,0,-1,-1,situps
6,9,-33,0,-1,-1,situps
-2,3,-28,0,-1,0,situps
11,18,-26,0,-1,0,situps
5,8,-19,0,-1,-1,situps
3,-2,-13,1,-1,0,situps
0,-2,-7,0,-1,0,situps
-4,1,-4,0,-1,0,situps
5,11,-3,0,0,0,situps
3,0,-1,0,0,-1,situps
-2,-11,0,0,0,0,situps
-5,-3,2,0,0,0,situps
0,1,1,0,0,0,situps
1,-1,1,0,0,0,situps
-1,-8,0,0,0,0,situps
-8,-13,1,0,0,0,situps
-8,-11,1,0,0,0,situps
-8,-3,3,0,0,0,situps
-7,-6,5,0,0,0,situps
-6,-6,7,0,0,0,situps
-11,-18,11,0,0,0,situps
-15,-21,10,0,0,0,situps
-21,-30,16,0,0,0,situps
-11,-18,18,0,0,0,situps
-9,-13,25,0,0,0,situps
-9,-11,32,0,0,0,situps
12,0,37,0,1,0,situps
4,-8,43,0,0,0,situps
0,-19,51,0,1,0,situps
3,-28,58,0,1,0,situps
3,-35,65,0,1,0,situps
0,-40,76,0,1,1,situps
27,-35,83,0,1,1,situps
23,-41,77,0,2,1,situps
-13,-36,48,0,2,2,situps
13,-6,-3,0,2,1,situps
0,-7,-8,0,1,0,situps
0,-2,-4,0,1,1,situps
8,7,-11,0,0,0,situps
-1,2,-3,0,1,0,situps
3,7,-11,0,0,0,situps
4,9,-5,0,0,0,situps
3,12,-8,0,0,0,situps
1,14,-17,0,0,0,situps
-1,22,-30,0,0,0,situps
5,33,-37,0,0,0,situps
-4,30,-50,0,0,-1,situps
-12,24,-47,0,-1,0,situps
4,30,-53,0,-1,0,situps
3,23,-51,0,-1,-1,situps
2,18,-48,0,-1,-1,situps
-7,17,-40,0,-2,0,situps
3,25,-42,0,-1,-1,situps
3,31,-44,0,-1,0,situps
5,24,-41,0,-1,-1,situps
11,9,-35,0,-1,-1,situps
3,6,-27,1,-1,0,situps
7,15,-26,0,-1,0,situps
6,14,-21,0,-1,-1,situps
-5,-2,-19,0,-1,0,situps
0,5,-13,0,-1,0,situps
7,15,-10,0,-1,0,situps
-1,-6,-2,0,0,0,situps
1,-3,0,0,0,0,situps
-2,-7,2,0,0,0,situps
-3,-5,1,0,0,0,situps
-7,-9,3,0,0,0,situps
-11,-14,2,0,0,0,situps
-8,-12,2,0,0,0,situps
-5,-10,6,0,0,0,situps
-7,-12,6,0,0,0,situps
-12,-15,11,0,0,0,situps
-5,-12,14,0,0,0,situps
-5,-11,19,0,0,0,situps
-5,-9,21,0,0,0,situps
-1,-9,27,0,0,0,situps
-2,-11,32,0,0,0,situps
-7,-18,38,0,0,0,situps
-1,-18,46,0,0,1,situps
12,-10,50,0,1,0,situps
-1,-29,61,0,1,0,situps
15,-25,75,0,1,1,situps
11,-32,81,0,1,0,situps
22,-42,89,0,2,1,situps
9,-51,83,0,2,1,situps
-11,-36,11,1,5,2,situps
18,4,-4,0,0,1,situps
-1,-4,-8,0,1,1,situps
2,5,-7,0,0,0,situps
2,7,-15,0,0,0,situps
-1,11,-11,0,0,0,situps
3,19,-22,0,0,0,situps
1,26,-27,0,0,0,situps
2,28,-25,0,0,0,situps
2,32,-34,0,0,0,situps
-13,25,-45,0,-1,-1,situps
0,30,-44,0,-1,0,situps
8,34,-50,0,0,-1,situps
3,20,-51,0,-1,-1,situps
-1,14,-43,0,-1,0,situps
14,26,-45,0,-1,-1,situps
2,14,-42,0,-1,-1,situps
1,13,-39,0,-1,0,situps
3,13,-37,0,-1,0,situps
8,15,-27,0,-1,0,situps
7,18,-26,0,-1,0,situps
1,12,-22,0,-1,-1,situps
5,7,-19,0,-1,0,situps
3,6,-17,0,-1,0,situps
6,9,-14,0,-1,0,situps
2,6,-10,0,-1,0,situps
4,8,-7,0,0,0,situps
3,6,-3,0,-1,0,situps
0,0,0,0,0,0,situps
0,3,0,0,0,0,situps
-1,1,1,0,0,0,situps
2,4,-2,0,0,0,situps
0,-2,-1,0,0,0,situps
0,-9,0,0,0,0,situps
0,-6,0,0,0,0,situps
-2,-3,1,0,0,0,situps
-7,-13,4,0,0,0,situps
-8,-15,3,0,0,0,situps
-6,-10,4,0,0,0,situps
-5,-10,3,0,0,0,situps
-6,-8,6,0,0,0,situps
-4,-4,7,0,0,0,situps
3,-3,9,0,0,0,situps
-7,-14,11,0,0,0,situps
-7,-12,11,0,0,0,situps
-10,-21,14,0,0,0,situps
-11,-21,18,0,0,0,situps
-6,-14,22,0,0,1,situps
-3,-7,24,0,0,0,situps
-7,-11,32,0,0,0,situps
9,0,39,0,1,0,situps
2,-8,44,0,1,0,situps
2,-14,51,0,0,0,situps
12,-14,62,0,1,0,situps
9,-29,64,0,1,0,situps
1,-39,72,0,1,1,situps
13,-40,78,0,1,1,situps
8,-40,68,0,2,1,situps
-7,-26,29,0,3,1,situps
3,-11,-6,0,1,1,situps
5,-6,-8,0,1,1,situps
-3,-4,-6,0,0,1,situps
4,4,-10,0,1,0,situps
-3,4,-7,0,0,0,situps
0,8,-11,0,0,0,situps
4,11,-13,0,0,0,situps
2,17,-16,0,0,0,situps
1,25,-32,0,0,0,situps
-3,27,-31,0,0,0,situps
4,35,-42,0,0,0,situps
-6,28,-54,0,-1,-1,situps
-9,16,-51,0,-1,-1,situps
7,28,-55,0,-1,0,situps
-10,21,-52,0,-1,-1,situps
8,29,-45,0,-1,0,situps
-6,-10,-23,1,-2,-1,situps
3,-4,-18,0,-1,0,situps
9,4,-15,0,-1,0,situps
-1,3,-16,0,-1,0,situps
3,-1,-11,0,-1,0,situps
0,3,-8,0,-1,0,situps
0,7,-4,0,-1,-1,situps
-1,3,-3,0,0,0,situps
1,6,-5,0,0,0,situps
1,1,-4,0,0,0,situps
6,6,-3,0,0,0,situps
2,1,-1,0,0,0,situps
-1,-3,-1,0,0,0,situps
0,1,-1,0,0,0,situps
-4,-7,-1,0,0,0,situps
-6,-7,0,0,0,0,situps
-5,-7,0,0,0,0,situps
-4,-10,0,0,0,0,situps
-9,-11,1,0,0,0,situps
-4,-6,4,0,0,0,situps
-7,-9,9,0,0,0,situps
2,-6,10,0,0,0,situps
2,-9,13,0,0,0,situps
-8,-14,17,0,0,0,situps
-9,-13,21,0,0,0,situps
-5,-11,26,0,0,0,situps
-7,-16,28,0,1,0,situps
-7,-24,36,0,0,0,situps
-4,-26,38,0,0,0,situps
-21,-41,35,0,1,0,situps
-11,-33,39,0,1,1,situps
-4,-28,43,0,1,1,situps
-4,-29,48,0,1,0,situps
-16,-36,59,0,0,1,situps
26,-14,66,0,1,1,situps
19,-25,72,0,1,0,situps
21,-28,73,0,2,0,situps
18,-14,14,0,4,1,situps
7,-6,-3,0,0,1,situps
6,-2,3,0,1,1,situps
13,13,-11,0,1,0,situps
-2,3,-10,0,0,0,situps
0,5,-7,0,0,0,situps
8,16,-16,0,0,0,situps
3,20,-24,0,0,0,situps
1,20,-17,0,0,0,situps
-2,29,-39,0,0,0,situps
-6,24,-41,0,-1,0,situps
-1,26,-41,0,-1,0,situps
4,31,-50,0,-1,-1,situps
7,25,-47,0,-1,-1,situps
10,27,-46,0,-1,0,situps
9,23,-47,0,-1,-1,situps
2,25,-46,0,-1,0,situps
6,24,-39,0,-1,-1,situps
8,24,-37,0,-1,-1,situps
3,11,-33,0,-1,-1,situps
-2,2,-32,0,-1,0,situps
2,7,-32,0,-1,0,situps
5,6,-27,0,-1,0,situps
9,14,-22,0,-1,0,situps
4,8,-13,0,-1,-1,situps
1,5,-8,0,-1,0,situps
3,7,-4,0,0,0,situps
6,5,-2,0,0,0,situps
-3,-10,1,0,0,0,situps
0,2,1,0,0,0,situps
-1,4,2,0,0,0,situps
1,0,1,0,0,0,situps
-1,0,1,0,0,0,situps
-1,-1,0,0,0,0,situps
-1,-13,0,0,0,0,situps
-7,-17,0,0,0,0,situps
-8,-14,-1,0,0,0,situps
-10,-13,-2,0,0,0,situps
-8,-3,0,0,0,0,situps
-15,-11,3,0,0,0,situps
-21,-20,9,0,0,0,situps
-15,-12,12,0,0,1,situps
-15,4,17,0,0,0,situps
7,12,23,0,0,0,situps
10,6,27,0,0,0,situps
4,-2,32,0,1,0,situps
-1,-13,33,0,1,0,situps
-9,-23,40,0,0,0,situps
-2,-20,44,0,1,0,situps
3,-18,50,0,1,0,situps
1,-26,63,0,1,0,situps
11,-26,71,0,1,0,situps
27,-34,77,0,1,0,situps
20,-48,85,0,2,1,situps
-26,-55,68,0,2,1,situps
-15,-27,2,0,1,2,situps
7,-6,-1,0,2,0,situps
-8,21,-43,0,0,-1,situps
-2,26,-41,0,0,0,situps
2,31,-46,0,0,-1,situps
4,26,-45,0,-1,-1,situps
9,36,-43,0,-1,-1,situps
0,3,-7,0,0,1,situps
-20,4,-6,0,0,0,situps
-18,1,3,0,-1,0,situps
-9,1,-2,0,1,0,situps
2,5,-9,0,0,0,situps
2,1,-11,0,0,0,situps
-5,2,-3,0,0,0,situps
5,4,0,0,1,0,situps
2,0,-3,0,-1,0,situps
5,1,-3,0,0,0,situps
-9,1,-9,0,-1,0,situps
2,5,-4,0,0,0,situps
-9,-3,3,0,-1,-1,situps
11,0,2,0,0,1,situps
1,3,-2,0,0,0,situps
10,-1,4,0,0,0,situps
5,0,-1,0,0,0,situps
-4,-7,3,0,0,0,situps
3,1,1,0,0,0,situps
5,-1,3,0,0,0,situps
2,1,2,0,0,0,situps
10,0,2,0,0,0,situps
-1,1,0,0,0,0,situps
6,4,3,0,0,0,situps
-8,-3,2,0,0,0,situps
9,6,-1,0,0,0,situps
-8,1,-2,0,0,0,situps
8,5,0,0,0,0,situps
-4,4,-5,0,0,0,situps
8,-1,2,0,0,0,situps
-8,3,-5,0,0,0,situps
4,3,-1,0,0,0,situps
2,3,-3,0,0,0,situps
4,2,-4,0,0,0,situps
6,-4,-11,0,0,0,situps
15,-11,-43,0,-3,0,situps
-27,2,-26,0,-3,1,situps
-33,-9,-19,1,-4,2,situps
16,-5,-24,0,1,-2,situps
-29,-2,-15,0,-2,2,situps
5,-3,-4,0,-2,0,situps
-20,1,-3,-1,-1,2,situps
-1,4,2,0,-2,1,situps
20,19,-1,0,0,0,situps
-12,11,14,0,-1,1,situps
27,28,21,0,0,0,situps
23,36,13,0,1,0,situps
21,24,37,0,-2,-1,situps
29,36,41,0,2,0,situps
-36,8,56,0,-2,0,situps
14,27,70,0,1,-1,situps
4,26,62,-1,2,0,situps
-28,11,70,0,1,-1,situps
11,23,71,0,1,-1,situps
-32,9,57,0,2,-1,situps
-7,9,44,0,2,0,situps
-6,10,37,0,2,-1,situps
-18,10,21,0,1,-1,situps
1,7,1,-1,3,0,situps
2,-9,-9,0,-1,-1,situps
-3,-8,-13,0,1,0,situps
5,-9,-13,0,-1,0,situps
8,-1,-8,0,0,1,situps
-4,-9,-15,0,1,0,situps
21,-13,-27,0,0,0,situps
20,-28,-46,0,0,0,situps
20,-40,-61,0,0,1,situps
26,-32,-69,1,-1,1,situps
-15,-35,-56,0,-1,0,situps
-9,-23,-44,0,-2,1,situps
-15,-11,-53,0,-3,1,situps
3,-24,-54,0,0,2,situps
-11,-22,-48,0,-2,-1,situps
-24,-16,-28,0,-2,0,situps
-22,-24,-36,0,-1,-2,situps
1,-15,-21,0,1,1,situps
-27,-4,-21,0,-2,1,situps
12,3,-20,0,-1,0,situps
-27,10,-4,0,-1,2,situps
-4,17,-3,0,-1,0,situps
-4,1,7,0,1,0,situps
11,19,15,1,-1,1,situps
1,14,14,0,-1,-1,situps
4,17,28,0,0,1,situps
31,24,29,0,1,0,situps
27,29,39,0,0,0,situps
10,26,49,0,1,0,situps
9,31,52,0,1,-1,situps
-3,19,57,0,1,0,situps
-2,24,57,-1,1,-1,situps
-22,14,61,0,0,0,situps
21,26,53,0,3,-1,situps
-22,12,34,0,0,0,situps
1,25,56,0,2,0,situps
-10,18,36,0,2,-1,situps
-13,2,24,0,2,-1,situps
-24,-1,10,0,1,0,situps
-20,-4,2,0,1,0,situps
4,-2,-5,0,1,0,situps
-7,-9,-8,0,0,0,situps
8,-4,-3,0,0,0,situps
9,2,-5,0,-1,-1,situps
6,-6,1,0,1,0,situps
1,-5,-20,0,0,-1,situps
11,-25,-15,1,0,0,situps
24,-14,-37,-1,-1,0,situps
12,-31,-43,0,0,0,situps
19,-33,-46,0,-1,1,situps
11,-34,-60,0,-1,0,situps
-4,-34,-59,0,0,1,situps
-6,-17,-47,0,-1,0,situps
5,-14,-46,0,-2,1,situps
1,-34,-55,1,0,1,situps
-34,-19,-38,0,-4,0,situps
9,-1,-40,0,0,1,situps
-21,-18,-41,1,-2,-1,situps
-18,-2,-19,0,-1,0,situps
8,5,-31,0,-1,2,situps
-27,-3,-19,0,0,0,situps
6,5,-5,0,-1,1,situps
0,7,-13,-1,-1,0,situps
18,10,-8,1,-1,1,situps
-5,6,-2,0,-2,-2,situps
-4,9,11,0,0,1,situps
0,27,14,0,1,-1,situps
11,26,16,0,-1,0,situps
28,26,27,0,1,0,situps
-7,19,31,0,-1,-1,situps
22,25,41,0,2,0,situps
-5,19,50,0,0,0,situps
-4,20,63,0,0,-1,situps
4,26,70,0,1,0,situps
-1,20,70,0,1,-2,situps
4,16,67,0,1,0,situps
-8,15,64,0,1,-1,situps
0,13,58,0,2,-1,situps
-10,-3,12,0,1,-1,situps
-6,1,9,0,3,1,situps
-11,0,-6,0,1,-1,situps
7,-6,-4,0,1,1,situps
-1,1,-1,-1,1,0,situps
5,3,-8,0,-1,-1,situps
15,-8,6,0,1,0,situps
-23,-10,-11,0,0,-1,situps
27,-10,-15,-1,0,0,situps
2,-9,-21,0,1,0,situps
41,-18,-25,0,-1,0,situps
66,-49,-42,0,2,0,situps
-27,-50,-67,0,0,1,situps
0,-29,-55,1,-2,1,situps
-4,-11,-46,-1,0,1,situps
2,-47,-70,1,0,-2,situps
-21,-1,-41,0,-1,0,situps
6,-24,-46,0,-3,-2,situps
-34,-20,-42,1,-1,2,situps
-29,-10,-37,0,-2,2,situps
-24,-13,-41,1,-1,3,situps
-14,11,-32,0,-2,-1,situps
-2,-7,-27,1,-2,0,situps
-55,-18,-13,-1,-2,2,situps
14,2,-7,0,1,1,situps
1,10,3,0,0,1,situps
6,20,8,0,-1,0,situps
12,17,8,0,0,0,situps
26,13,9,0,0,-1,situps
18,19,21,0,0,1,situps
10,15,26,0,-1,-2,situps
36,27,31,0,1,1,situps
14,18,42,0,0,-1,situps
13,27,44,0,0,0,situps
-5,16,58,0,1,0,situps
20,27,57,0,0,0,situps
10,37,78,0,1,0,situps
15,26,68,-1,2,-1,situps
-8,3,59,1,2,-2,situps
-26,5,46,0,2,1,situps
-27,5,27,0,0,-1,situps
-2,9,59,0,0,0,situps
-35,15,16,0,6,-3,situps
-4,-26,-19,0,-2,-1,situps
32,-1,-12,-1,1,2,situps
-21,0,1,0,-1,-1,situps
16,3,9,0,1,0,situps
-3,-1,3,1,1,0,situps
-4,-5,-3,0,0,-1,situps
13,-6,-10,0,1,1,situps
-11,-8,-10,0,-1,0,situps
18,-9,-16,0,0,0,situps
8,-15,-26,0,1,0,situps
6,-18,-42,0,-1,0,situps
15,-16,-49,0,-1,1,situps
-1,-39,-52,0,0,0,situps
11,-32,-73,0,0,0,situps
-29,-27,-53,0,-3,1,situps
-15,-12,-45,0,0,0,situps
14,-15,-41,0,-2,-1,situps
-5,-30,-57,0,-1,-1,situps
-17,-9,-37,0,-2,3,situps
-41,-3,-28,-1,-2,1,situps
-5,2,-31,0,1,2,situps
8,5,-33,0,-1,-1,situps
-57,-14,-18,1,-5,0,situps
33,21,-18,-1,2,1,situps
10,11,-15,0,0,0,situps
-2,25,1,1,-2,0,situps
7,25,-8,0,0,0,situps
13,21,6,0,-1,0,situps
18,31,2,0,0,-1,situps
11,27,16,0,0,-1,situps
20,23,16,0,1,-1,situps
25,22,21,0,0,0,situps
2,20,41,0,0,-1,situps
18,21,41,0,1,0,situps
7,14,57,0,0,0,situps
12,18,71,0,1,-2,situps
-16,4,81,0,1,0,situps
8,12,91,0,2,0,situps
2,9,65,0,3,-1,situps
-31,-1,55,0,2,0,situps
-39,17,31,0,3,0,situps
-70,-1,0,0,3,-2,situps
4,-9,-4,0,-1,-1,situps
11,-12,-6,0,1,-1,situps
4,3,0,0,-1,0,situps
24,-7,16,1,1,0,situps
-18,-4,2,0,1,0,situps
18,-8,-2,0,0,0,situps
15,-5,-8,0,1,1,situps
2,-10,-9,0,-1,-1,situps
17,-14,-14,0,0,1,situps
-2,-21,-27,0,1,0,situps
16,-20,-61,-1,0,0,situps
-40,-36,-45,1,-3,1,situps
47,4,-14,0,1,0,situps
12,-39,-76,0,2,-3,situps
-6,-42,-56,1,-3,1,situps
-75,-52,-49,-1,-3,2,situps
-39,-26,-25,0,0,6,situps
-4,-6,-32,0,-1,-1,situps
22,7,-37,0,-1,-1,situps
-27,-7,-22,1,-4,2,situps
8,17,-31,0,2,0,situps
30,-1,-39,1,-1,-2,situps
-40,-3,-10,0,-2,2,situps
-20,7,-17,-1,-1,0,situps
13,0,1,0,0,1,situps
7,13,-2,0,-1,0,situps
-4,-9,5,0,-1,0,situps
35,24,3,0,2,0,situps
17,30,3,0,0,0,situps
23,21,16,0,0,-1,situps
3,5,7,0,0,0,situps
41,20,24,0,0,-1,situps
11,20,27,0,1,1,situps
2,20,43,0,0,-1,situps
-8,18,57,0,1,1,situps
0,31,65,0,0,-1,situps
-23,21,77,0,0,-1,situps
12,21,77,0,3,-1,situps
