activity_id,ax_axis,ay_axis,az_axis,id,magn_z,text,time,x_axis,y_axis,z_axis
0,0,0,0,217,0,"andreysv, pause",1.5337E+12,1,-2,-2
0,0,0,0,218,0,"andreysv, pause",1.5337E+12,1,-2,-2
0,0,0,0,219,0,"andreysv, pause",1.5337E+12,1,-2,-2
0,0,0,0,220,0,"andreysv, pause",1.5337E+12,1,-2,-2
0,0,0,0,221,0,"andreysv, pause",1.5337E+12,1,-2,-2
0,0,0,0,222,0,"andreysv, pause",1.5337E+12,1,-2,0
0,0,0,0,223,0,"andreysv, pause",1.5337E+12,1,-2,0
0,0,0,0,224,0,"andreysv, pause",1.5337E+12,1,-1,-1
0,0,0,0,225,0,"andreysv, pause",1.5337E+12,1,-1,-1
0,0,0,0,226,0,"andreysv, pause",1.5337E+12,2,1,0
0,0,0,0,227,0,"andreysv, pause",1.5337E+12,2,1,1
0,0,0,0,228,0,"andreysv, pause",1.5337E+12,2,1,1
0,0,0,0,229,0,"andreysv, pause",1.5337E+12,2,1,1
0,0,0,0,230,0,"andreysv, pause",1.5337E+12,2,1,1
0,0,0,0,231,0,"andreysv, pause",1.5337E+12,2,1,0
0,0,0,0,232,0,"andreysv, pause",1.5337E+12,1,-1,1
0,0,0,0,233,0,"andreysv, pause",1.5337E+12,1,-1,1
0,0,0,0,234,0,"andreysv, pause",1.5337E+12,1,-2,1
0,0,0,0,235,0,"andreysv, pause",1.5337E+12,1,-3,1
0,0,0,0,236,0,"andreysv, pause",1.5337E+12,2,-1,1
0,0,0,0,237,0,"andreysv, pause",1.5337E+12,2,-1,1
0,0,0,0,238,0,"andreysv, push ups, 12",1.5337E+12,1,-1,0
0,0,0,0,239,0,"andreysv, push ups, 12",1.5337E+12,1,-1,0
0,0,0,0,240,0,"andreysv, push ups, 12",1.5337E+12,1,0,-1
0,0,0,0,241,0,"andreysv, push ups, 12",1.5337E+12,1,-1,-1
0,0,0,0,242,0,"andreysv, push ups, 12",1.5337E+12,1,-1,-1
0,0,0,0,243,0,"andreysv, push ups, 12",1.5337E+12,2,0,-1
0,0,0,0,244,0,"andreysv, push ups, 12",1.5337E+12,2,0,-1
0,0,0,0,245,0,"andreysv, push ups, 12",1.5337E+12,1,-1,-1
0,0,0,0,246,0,"andreysv, push ups, 12",1.5337E+12,1,-4,2
0,0,0,0,247,0,"andreysv, push ups, 12",1.5337E+12,1,-4,2
0,0,0,0,248,0,"andreysv, push ups, 12",1.5337E+12,0,-8,-1
0,0,0,0,249,0,"andreysv, push ups, 12",1.5337E+12,0,-8,-1
0,0,0,0,250,0,"andreysv, push ups, 12",1.5337E+12,6,-4,-2
0,0,0,0,251,0,"andreysv, push ups, 12",1.5337E+12,3,-5,2
0,0,0,0,252,0,"andreysv, push ups, 12",1.5337E+12,3,-5,2
0,0,0,0,253,0,"andreysv, push ups, 12",1.5337E+12,3,-1,3
0,0,0,0,254,0,"andreysv, push ups, 12",1.5337E+12,3,-1,3
0,0,0,0,255,0,"andreysv, push ups, 12",1.5337E+12,6,9,0
0,0,0,0,256,0,"andreysv, push ups, 12",1.5337E+12,3,4,-3
0,0,0,0,257,0,"andreysv, push ups, 12",1.5337E+12,1,1,-2
0,0,0,0,258,0,"andreysv, push ups, 12",1.5337E+12,1,1,-2
0,0,0,0,259,0,"andreysv, push ups, 12",1.5337E+12,1,-3,-2
0,0,0,0,260,0,"andreysv, push ups, 12",1.5337E+12,0,-4,-3
0,0,0,0,261,0,"andreysv, push ups, 12",1.5337E+12,0,-4,-3
0,0,0,0,262,0,"andreysv, push ups, 12",1.5337E+12,1,-6,-1
0,0,0,0,263,0,"andreysv, push ups, 12",1.5337E+12,1,-6,-1
0,0,0,0,264,0,"andreysv, push ups, 12",1.5337E+12,4,-11,-4
0,0,0,0,265,0,"andreysv, push ups, 12",1.5337E+12,12,-8,-5
0,0,0,1,266,0,"andreysv, push ups, 12",1.5337E+12,12,-8,-5
0,0,1,2,267,0,"andreysv, push ups, 12",1.5337E+12,8,0,-20
0,2,0,-2,268,0,"andreysv, push ups, 12",1.5337E+12,8,0,-20
0,1,0,0,269,0,"andreysv, push ups, 12",1.5337E+12,65,5,-3
0,1,2,1,270,0,"andreysv, push ups, 12",1.5337E+12,55,6,55
0,0,0,0,271,0,"andreysv, push ups, 12",1.5337E+12,55,6,55
0,-1,-5,-2,272,0,"andreysv, push ups, 12",1.5337E+12,-41,22,44
0,-1,5,-1,273,0,"andreysv, push ups, 12",1.5337E+12,-41,22,44
0,-1,0,0,274,0,"andreysv, push ups, 12",1.5337E+12,-87,32,11
0,-1,0,-1,275,0,"andreysv, push ups, 12",1.5337E+12,-5,51,16
0,-1,0,-1,276,0,"andreysv, push ups, 12",1.5337E+12,-2,42,5
0,-1,0,-1,277,0,"andreysv, push ups, 12",1.5337E+12,-2,42,5
0,-1,0,-1,278,0,"andreysv, push ups, 12",1.5337E+12,13,42,-8
0,-1,0,-1,279,0,"andreysv, push ups, 12",1.5337E+12,10,32,-16
0,-1,0,-1,280,0,"andreysv, push ups, 12",1.5337E+12,10,32,-16
0,-1,0,-1,281,0,"andreysv, push ups, 12",1.5337E+12,3,14,-5
0,0,0,-1,282,0,"andreysv, push ups, 12",1.5337E+12,3,14,-5
0,0,0,-1,283,0,"andreysv, push ups, 12",1.5337E+12,2,1,7
0,0,0,0,284,0,"andreysv, push ups, 12",1.5337E+12,6,1,6
0,0,0,-1,285,0,"andreysv, push ups, 12",1.5337E+12,6,1,6
0,0,0,0,286,0,"andreysv, push ups, 12",1.5337E+12,-1,-12,-11
0,0,-1,0,287,0,"andreysv, push ups, 12",1.5337E+12,-2,-15,-25
0,0,0,0,288,0,"andreysv, push ups, 12",1.5337E+12,0,-13,-11
0,0,0,0,289,0,"andreysv, push ups, 12",1.5337E+12,0,-13,-11
0,0,0,0,290,0,"andreysv, push ups, 12",1.5337E+12,8,3,-10
0,0,0,0,291,0,"andreysv, push ups, 12",1.5337E+12,8,3,-10
0,0,0,0,292,0,"andreysv, push ups, 12",1.5337E+12,0,-5,-6
0,0,0,0,293,0,"andreysv, push ups, 12",1.5337E+12,1,-1,-1
0,0,0,0,294,0,"andreysv, push ups, 12",1.5337E+12,1,-1,-1
0,0,0,0,295,0,"andreysv, push ups, 12",1.5337E+12,1,-1,-3
0,0,0,0,296,0,"andreysv, push ups, 12",1.5337E+12,1,-1,-3
0,0,0,0,297,0,"andreysv, push ups, 12",1.5337E+12,2,1,-8
0,0,0,0,298,0,"andreysv, push ups, 12",1.5337E+12,1,2,-4
0,0,0,0,299,0,"andreysv, push ups, 12",1.5337E+12,1,2,-4
0,0,0,0,300,0,"andreysv, push ups, 12",1.5337E+12,4,8,-2
0,0,0,0,301,0,"andreysv, push ups, 12",1.5337E+12,3,5,-4
0,0,0,0,302,0,"andreysv, push ups, 12",1.5337E+12,2,-1,-2
0,0,0,0,303,0,"andreysv, push ups, 12",1.5337E+12,2,-1,-2
0,0,0,0,304,0,"andreysv, push ups, 12",1.5337E+12,4,-3,-3
0,0,0,0,305,0,"andreysv, push ups, 12",1.5337E+12,4,-3,-3
0,0,0,0,306,0,"andreysv, push ups, 12",1.5337E+12,6,-1,-7
0,0,0,0,307,0,"andreysv, push ups, 12",1.5337E+12,3,-9,-9
0,0,0,0,308,0,"andreysv, push ups, 12",1.5337E+12,-1,-13,0
0,0,0,0,309,0,"andreysv, push ups, 12",1.5337E+12,-1,-13,0
0,0,0,0,310,0,"andreysv, push ups, 12",1.5337E+12,-1,-8,-3
0,0,0,0,311,0,"andreysv, push ups, 12",1.5337E+12,-2,-8,-7
0,0,0,0,312,0,"andreysv, push ups, 12",1.5337E+12,-2,-8,-7
0,0,0,1,313,0,"andreysv, push ups, 12",1.5337E+12,3,-3,-2
0,0,0,0,314,0,"andreysv, push ups, 12",1.5337E+12,3,-3,-2
0,0,0,0,315,0,"andreysv, push ups, 12",1.5337E+12,6,6,-6
0,0,0,0,316,0,"andreysv, push ups, 12",1.5337E+12,0,-2,0
0,0,0,0,317,0,"andreysv, push ups, 12",1.5337E+12,0,-2,0
0,0,0,0,318,0,"andreysv, push ups, 12",1.5337E+12,13,-8,-4
0,0,1,0,319,0,"andreysv, push ups, 12",1.5337E+12,51,2,7
0,-1,0,0,320,0,"andreysv, push ups, 12",1.5337E+12,70,-8,-22
0,-4,12,-1,321,0,"andreysv, push ups, 12",1.5337E+12,70,-8,-22
0,2,0,5,322,0,"andreysv, push ups, 12",1.5337E+12,180,22,61
0,4,-3,-1,323,0,"andreysv, push ups, 12",1.5337E+12,180,22,61
0,3,-4,-1,324,0,"andreysv, push ups, 12",1.5337E+12,-75,-7,94
0,-9,19,-3,325,0,"andreysv, push ups, 12",1.5337E+12,-132,-26,11
0,0,-2,1,326,0,"andreysv, push ups, 12",1.5337E+12,-132,-26,11
0,1,-3,0,327,0,"andreysv, push ups, 12",1.5337E+12,-41,20,-40
0,1,-3,0,328,0,"andreysv, push ups, 12",1.5337E+12,-41,20,-40
0,0,-2,0,329,0,"andreysv, push ups, 12",1.5337E+12,-15,21,-55
0,0,-2,-1,330,0,"andreysv, push ups, 12",1.5337E+12,-2,37,-69
